,V1,V2,V3,V4,V5,V6,V7
c65471111055ba79c7dd4d73ca03fd1e,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
c6a2b9b2d706caa92165a16e2ffb20da,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,NA
c6ad15240bb3d4c234b96f880a355c9d,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
c6b4e91f0bcbc87a2771326e8027373d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
c6b85c13f0f4d48c1766534d4292ee6d,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
c6c7a587f3fa8b5d69ddd1568edd8625,Bacteria,NA,NA,NA,NA,NA,NA
c741c8d4800f011daaf86f5fae30849e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA
c7432eab58845514a525248579321207,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
c75f0f1359fefb3b6e4b7c78048780bc,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
c7651116da04f96d966c55fd6c91a3c6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
c76adba1f041b66e871f8079eee8565a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus/sanguinis
c77c32ed0a1af673e749f18ff2f3e2c6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,NA
c79f57515919e57dc919404b19986c0b,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
c7a7f917f23262380f99becaac9c3e1f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
c7c462e5d54742e3f2387f896451cde2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
c7f706661cf23dcd5a256778423d2a61,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,christensenii
c7f7fdb0391bca520ceeeb9ad2aec209,Bacteria,NA,NA,NA,NA,NA,NA
c80a2a9929c6c77c3682276f27c1acd9,Bacteria,NA,NA,NA,NA,NA,NA
c8383bf776c02d8322456832bcc2c536,NA,NA,NA,NA,NA,NA,NA
c83bbcc634ce19f0b29c8e51c2bf2869,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,johnsonii/taiwanensis
c842ad31802b3798479b375df3c41944,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Parvimonas,NA
c847baa2d96037a1fb1395410323beac,NA,NA,NA,NA,NA,NA,NA
c85658a3bf6b325c9e866faba5fa441b,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,NA
c85ffdc4d858f28239e93f2874c7cbab,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
c897f8697a89f692ee4e1a605046dcf3,Bacteria,NA,NA,NA,NA,NA,NA
c8a48c1a341823cd223cc51de6364dd9,Bacteria,NA,NA,NA,NA,NA,NA
c8bf94c0790d3a22ef98d012c52844d7,Bacteria,NA,NA,NA,NA,NA,NA
c8c45fa13e4c2ea001e5ada30ed2ff73,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
c8deb0382844bf5e1d387fc9db9f9287,NA,NA,NA,NA,NA,NA,NA
c8e8648fdea59e0eb4ebe7f8e9ab898d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
c8f49dc8d37dce4191e305c1f8cffd09,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
c91b1c2316a3c3b3a71c309931d5a0f0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,NA
c92affcebf08e5d1d80b4d67a9c2b0fe,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
c9587b78cbdbecfa890acb40a3e240bf,Bacteria,NA,NA,NA,NA,NA,NA
c9665cd022770766ad080fb9b584d0dd,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,NA,NA
c96af467b6a36fb5a68b628dd88f1b0b,Bacteria,NA,NA,NA,NA,NA,NA
c97aa4914921ff60514b766beabd724f,Bacteria,NA,NA,NA,NA,NA,NA
c990d8de26e457c250811d0f2df21f29,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,fermentum/vaginalis
c9b069955100b4b8db9e90017edea254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
c9b634c41919550e815bf69182c42b65,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
c9bd3c6466a1c4dd9829315f4384c011,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus,NA
c9c60c8187ecf6761d38ff75d8e04018,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
c9dcdb0562021f9492018433457c7c14,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis
c9f477e69d55aee96dc49d2449f175b0,NA,NA,NA,NA,NA,NA,NA
ca15290cd381ddd77d6332cefa703650,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ca33e80a5388dcb6b0d0bc144b149222,NA,NA,NA,NA,NA,NA,NA
ca34bd390b23f3e662efe76a9883e42b,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
ca36af9d079fbe9e74a56506ef8e59f5,Bacteria,NA,NA,NA,NA,NA,NA
ca3f2b393cd7bce361e13302e896da22,NA,NA,NA,NA,NA,NA,NA
ca56dbda81c56b8be573414f771604c8,Bacteria,NA,NA,NA,NA,NA,NA
ca67b98266cc3bae7ba6b35adb1e3fab,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,minutissimum
ca6cb50e086e1b605118f5b1c5ac57b5,Bacteria,NA,NA,NA,NA,NA,NA
ca726e698120d32ed05b779849a07fbf,Bacteria,NA,NA,NA,NA,NA,NA
ca7989d81bb2aaf616a9098f78c93e74,Bacteria,NA,NA,NA,NA,NA,NA
ca804c58b0adff0dc5e722b4aa37c7b5,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,haemolyticus
ca86cfd02394d3e291019b2c787b33af,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
cac8214dbbb5b1817894756ee3492f42,NA,NA,NA,NA,NA,NA,NA
caceedc95a949b195919a1c7c0554fd7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,NA
caed20e88c74786c63a3cb0bb962c720,Bacteria,Candidatus_Saccharibacteria,NA,NA,NA,NA,NA
cb0a19266302ba3153eea87cd5162b96,Bacteria,NA,NA,NA,NA,NA,NA
cb2448449d633091704a02a1ee54987f,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
cb25eccf996505d4b4e050a6188562d9,NA,NA,NA,NA,NA,NA,NA
cb3db41d83397d726da43b808499f626,NA,NA,NA,NA,NA,NA,NA
cb824ccd700469eace2187f9519136ef,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,aquaticum/huttiense
cbb0596cc3c40e8f49967f93a46ff2ba,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Murdochiella,NA
cbc8b889fc90bf6b7020543e6d07d65b,Bacteria,NA,NA,NA,NA,NA,NA
cbf9a00eb2221644c40421f9a945510c,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,haemolyticus/influenzae
cbfc6882dc7bbd4cd50e770553527ae6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
cc0012347d8900998690f69fcd5f180c,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
cc218ac2b9c05748628b16066e13ec39,Bacteria,NA,NA,NA,NA,NA,NA
cc28a64fd49033bfb6d3bd175111e9d6,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
cc2fa7a7d9f0cb69a39d7adce3dea8ab,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,provenciensis
cc597e97a6a28f88d0744918034f6b26,Bacteria,NA,NA,NA,NA,NA,NA
cc5a2ac6e4fe98b4051ffbea6dfcbac8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,NA
cc74ce91b7731421c95272c40a034055,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,wadsworthia
cc7991657042be2f5305ea273c2ec2aa,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
cc8a07745394f546b4fcb2fd2d47d37e,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
cc9c5af26fa06217afd32e4f9c0ef0f1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
cca63a098fd5dc2f3a2594b450fef41d,Bacteria,NA,NA,NA,NA,NA,NA
cccd5697900e23782ab6b2e6d265f01a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
cce2a998ba6decbe3533f9afe81deae1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
cd0c43658d925578d36d02121ddf1d59,Bacteria,NA,NA,NA,NA,NA,NA
cd1515d15101ab4febd7cf15f2335c61,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA
cd16d822bebbee748af1accd87de6a7c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
cd338ef6faa652cddde1227029822371,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Parvimonas,NA
cd543f053081cb74638a4c7a86bc2690,Bacteria,NA,NA,NA,NA,NA,NA
cd61fb8111220d5203da9ad4dac12110,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
cd67f69d8a7e36cfc0169af2238ddce3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
cd766da4f06e4ab9d139dea791dc1587,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
cd7d25562b4ba6cba6113f2e5ed063e2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA,NA
cd91ecbff9e52a4dcb11e497a4a6a60e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
cd9e3ac513cd1e77a33bdf4f6b5fa83f,Bacteria,NA,NA,NA,NA,NA,NA
cdcc9b69d6721800fc0aa4a961ee0b3a,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,NA,NA
cdf38d1bf45a749a6ecdc4942358fa94,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
cdfba9a0eceb5228bb9ccf9ac0c6c24c,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,NA
ce03368df80d7ec5703b891ce1577708,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
ce05107a18cf517626c8c33888e5b0cb,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
ce062aeba63c2e4f907a4995fb914b3e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,NA
ce0a9164f381589a72263f95d965dca8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
ce333b08fe569758a866e99ebe6e8b18,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,NA
ce489c20d90dd6b55c3fba85c796deeb,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus,NA
ce58f94e4b74ef4912e4ce5ac4c9fa7d,Bacteria,NA,NA,NA,NA,NA,NA
ce67d7da984e1651d3552b3f7bd8b7c0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
ce89d48be5c404f0ea58a392814205c3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis
ce8a3713d4be1ea9813c385b90e1e7c5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
ce93942bbc48dc0696483a8fd705f621,Bacteria,NA,NA,NA,NA,NA,NA
ce9ef55cd89c79decbadc03212539b3f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ce9f316e37ea7b4516a2a3c72ef94881,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,NA
cea7ee0d08dc820fa8466af1e3ae4cd8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,NA
cea89d7c788fc08a179634c5f76c8e6a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans,NA
ceba9c321b0537773ea78f796e910f1f,Bacteria,NA,NA,NA,NA,NA,NA
cef8c1298fb4a73a63523366750033fb,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Parvimonas,NA
cf217dcf802b843fd38367ec1f81496a,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
cf4037c6fea66c7dd9e08bcfb59ff43c,Bacteria,NA,NA,NA,NA,NA,NA
cf41e725dbcf4aa1a4e7fb99773225f6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
cf4c53d876c50607a038d741b416264b,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
cf74aff06a9b5beb75ea6cc1c0a12835,NA,NA,NA,NA,NA,NA,NA
cf834381bf2fff3c5d2eabfb2ce7dbfe,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,NA
cf90602ec5a7c61e99d35d5b25681563,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
cfabb08a3752d582f71a2907e94072e3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
cfc885bac615696785e258672ff9ea83,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
cfdef7991e31de2e4f317a30e68093a0,NA,NA,NA,NA,NA,NA,NA
cfeb7b4f7d19762e547bba1f0dba32ce,Bacteria,NA,NA,NA,NA,NA,NA
d01bf81f26b30c2859f1b3a61fc7d666,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
d03843175c302abad267c1b402954af8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,NA
d04e627cfa1afb783710206e45a4594b,Bacteria,NA,NA,NA,NA,NA,NA
d05c27d38f82270d3d383269373195af,Bacteria,NA,NA,NA,NA,NA,NA
d064a0a6eede0b10519275a2f541c1c3,Bacteria,NA,NA,NA,NA,NA,NA
d076dd93a9fd2443a3e0809cd9bb6c80,Bacteria,NA,NA,NA,NA,NA,NA
d07cef09f50a2bc389ae977f195deba7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
d09a2b2bbd2fac1aba8d67802ffb7c9d,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
d0b4094dae50d78da1748a3855609077,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
d0bee9621d6139e3f9875b51ce7a20ff,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
d0d239231794051e8faa14046f02ede3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d1063a5d9361f688d9f26c8370c528be,Bacteria,NA,NA,NA,NA,NA,NA
d10fed04eacc6324101999c33171ab46,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
d1586df6bbac3754d466334585d38bb9,NA,NA,NA,NA,NA,NA,NA
d16b6eaab43c2c3d0b7c4bf294c31a6b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
d1767c7d474d2df467ac6fcbb04482f0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
d195ed0215a1835ade69a06b497d3b14,Bacteria,NA,NA,NA,NA,NA,NA
d19d12d26031b7635849633c2a872302,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,influenzae
d1bfa6b30faa50cf6e6994e15e305d69,NA,NA,NA,NA,NA,NA,NA
d1c9de3d400655e07212c3300f8d56d0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
d1d50c682abfed706e2706cc9076ceb3,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
d1e44ab0ed03ece048a4ffdbbcc0b798,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
d1e716a1f29f35afd31e31d26e9b0838,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,NA
d1f1427415a5c91828262952e63a9ab2,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
d203bf518a38286d29b4fa57316a1e74,NA,NA,NA,NA,NA,NA,NA
d20a2428af0d3922c0b35bcca25be6e8,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Turicella,NA
d24ceca01ca62101efd0b4dbd4f3af81,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
d2717a54ef3907b1619153426fd7c77a,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,NA
d2842c3afffba280ee3537d9ea4e3e4f,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
d286f6a974968cb92fd4164d48037690,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d28ef89cc5dfed8e01c1bd5064046a57,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Howardella,NA
d290b99a1e9ad65ccdd14deae9e93add,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
d292caedd248d8e46c0e1a022b6592b7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
d2adda4bdb154a7071737848341d8d55,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,NA
d2b49371805515fde5be52be2ccd96eb,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,NA,NA
d2c844424736f256cb7709e3ff9156d9,Bacteria,NA,NA,NA,NA,NA,NA
d2d302c6b21c43456730c83974af265c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,NA
d2f21cd86859073e832390a366ab9d59,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Gallicola,NA
d2f9f69639386e3b488aa5ce0d5d150f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
d319c47e3f53ab88ef44d70cbc7760f6,Bacteria,NA,NA,NA,NA,NA,NA
d3541ae9ae92f57d3f6852978614e6ce,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
d36a27f1202c36f331c72d1c3f08c77e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,NA
d3b03c4bea10a26095b768ede5d74772,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,NA,NA
d3bd7c4cedb0150465191ed1741c7562,NA,NA,NA,NA,NA,NA,NA
d3cf8903de198d124d5a7eb57a89416f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,NA
d3ed9e69d91bbbc475751e5866c17307,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,NA
d4137581a889322207596a32a2ee8343,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
d455181d7aa98d012c6dc6786d74c298,NA,NA,NA,NA,NA,NA,NA
d4724a7a22e24ef146f234eb3b9c7f02,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,NA
d4782fd5b1e7290b6fb91449e3e83837,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d478c0071e197a74d3ca1c90e77e486c,NA,NA,NA,NA,NA,NA,NA
d484a7786943dedb97d91d32403a4b72,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
d488407879cf554bcf1dbe37e827ea5e,Bacteria,NA,NA,NA,NA,NA,NA
d49205547b075efad41c5946b825f115,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,NA
d4969eca982baede501d0b16770f393d,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,NA
d4a61b7804ded7f321d37056f6f4cb26,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,NA
d4ca78e72344bcb4bd9774889e0cf797,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
d4d54c0b64dfe8fc6bdd9d3eafa98ccb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans
d4eb8a2e1cbe67cc66629677e2d184f3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d52cb613624ff508e543a7fce7720c58,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
d54c74021a758576353278c8b2758861,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
d5650c99c39d77136659bfce5ca7c7b4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d5780335090f50c12ba0453fd89e3a57,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,imitans
d5aca69201a93cb9f27642f74b851063,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
d5c4db4dafa07f74ab3e7b4789edddca,Bacteria,NA,NA,NA,NA,NA,NA
d5d85129d97a324e8057e77f2a324baf,Bacteria,NA,NA,NA,NA,NA,NA
d5e1caaf7e37a05170b4a361a1e56cdf,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
d5f29c59d42a2ef5018ad7b9452baa36,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Murdochiella,NA
d5f36d6a3fd76ec39aa958e4408eddc2,NA,NA,NA,NA,NA,NA,NA
d5fdfd028b9dc427f2093afb2879d059,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
d61e6a7dcbcbed8c32cb9554448536c0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,NA
d61fcb943ada30a633cfb5859f1be0df,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
d62e446c830a1a901936be25b9240c42,Bacteria,NA,NA,NA,NA,NA,NA
d6588c6ba45e8e71b72c2df25b633285,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,NA
d660cb93970ce731f5b05bd6d6340964,NA,NA,NA,NA,NA,NA,NA
d6a4831276194590b2fdf27114d53d3e,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
d6ad17c7da7bb8672051e012bcad836b,Bacteria,NA,NA,NA,NA,NA,NA
d6d48cc9e4ba91c7def28f48b44130cc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
d70800985ce63448780aed8bad3caaf1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei
d7127e6d4c0ff03fe4ed2994ed78eaf2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d718e54b5e555f70e0ce1fc480c8b210,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii
d71f288240f4a3660e7a30bff38f14cd,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,NA
d721a71cd64cffcd2c32ab7e6b0711b8,Bacteria,NA,NA,NA,NA,NA,NA
d75dc11af10aa3b0a977462a56e15d48,Bacteria,NA,NA,NA,NA,NA,NA
d76bf44dfad45703fb536f36f5934e24,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
d77258697ad0ba7011872e8cf42c878f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
d776dc3a39ab8a8fb7616ea6a567cc60,Bacteria,NA,NA,NA,NA,NA,NA
d77bea4575aafb324ffbe808b8f656e2,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,NA
d790aa9e92b3411197bd314fdbcbb293,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,NA
d7de8607896642708de921854abdd46a,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,urealyticum
d7e100b7381b170a2128f6040143d32a,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
d803c5c66bbc8f90352d5096eb2fdbdc,NA,NA,NA,NA,NA,NA,NA
d8172ccb26f94a3178f40f0960cfaa28,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,NA
d828faebdcc5d01d0d8af6a62f893ad5,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
d8b551d44f6ea6c3323e747370b454a5,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,genitalium
